unique_id,MetaARIMA,AutoARIMA,SeasonalNaive,TimesFM
T000000,1.097404374495223,0.9495269780225373,1.5242553467400846,0.8520845958273482
T000001,1.5214486684580146,0.49748563052344097,5.067890776131461,3.3076123199719145
T000002,2.051089391776025,1.8529186754706262,2.084662781811234,1.8750687017211214
T000003,1.7689382543648746,2.249830179581461,2.7219846925310107,2.1235250272169437
T000004,2.071627735596386,1.8850736531751604,1.6524359345591428,1.7105482667634215
T000005,1.274236719121977,1.0469125192304705,1.0538568450312717,1.0313930105881364
T000006,1.0216660855948212,1.0002807795644566,1.4884688232536332,0.8892892053445851
T000007,0.4752780800933025,0.6518672341182482,0.24400643604183428,0.35410072774725965
T000008,0.7148624737315993,0.7139031044346111,0.7199498838453708,0.6137291735830603
T000009,0.551551547253144,0.407840580448701,0.6034793609429803,0.6122985343728221
T000010,5.221999536019599,5.366506913749276,3.249888983774552,4.18594645668766
T000011,0.4938566175508931,0.7664053983927166,1.2009140148950577,0.6263385790784212
T000012,0.5629035401322058,0.6303076293604278,0.8907118285260652,0.6258756761735128
T000013,1.8991581515571594,1.8985601820448472,1.8266891445193705,1.2098598192362355
T000014,0.9269749668032358,0.970337617528337,2.035084008560488,0.8055192315125417
T000015,0.3178059308012223,0.3178059308012223,1.0405970149253732,0.3338121237683652
T000016,0.23792252525834356,0.5981511814808352,0.8019323671497582,0.24758956498747658
T000017,0.6507785545641614,0.6511644734184222,0.8355114067177327,0.5803715511722879
T000018,0.9507109134556735,0.9582306826550194,0.9632269138356688,0.5878908527892657
T000019,1.7523948336133413,2.442391747472597,2.3579480397642176,2.2198296808253826
T000020,1.1976981266185802,0.9266527274437913,1.0110262704562112,1.1420349297123398
T000021,1.0993079735471984,1.0515028093277807,1.185101617390484,0.9236535564520999
T000022,1.1326104573245626,1.1326104573245626,1.1454523724154417,1.1642860913199733
T000023,0.48507633525589827,0.47314123087869087,0.41005573342819873,0.6661128412004921
T000024,0.981881844107902,1.07593558073423,1.505389403370275,1.1415953542785506
T000025,2.0989589591973146,1.863859067093389,2.43125,3.187179358109184
T000026,1.5505246789878888,1.5956484025397097,1.6502635325856168,2.2176132486109115
T000027,1.6002363989900372,1.551886713584426,2.0254013587779656,1.97099489148235
T000028,0.49344289084318044,0.591794010669905,0.9802563214409421,1.1866950526301903
T000029,0.8532371532893046,0.789098847897032,1.1695616211745243,1.1933252415053601
T000030,1.6140453802609886,1.54957307628632,1.7851162790697674,1.6779973546336928
T000031,2.0211802270808397,1.7625638419575624,2.012789979712446,1.7151167809758183
T000032,0.9160291338509029,1.047267491604228,1.0747772181325068,1.0380957750145292
T000033,1.4892998039073053,1.3208604515877758,1.6819794952681386,1.1746880925416194
T000034,1.926989000267145,2.662374793095482,2.453647313574232,3.1916682493349495
T000035,1.4794737375723483,1.4155331686027601,1.173907388137357,1.144008567008218
T000036,1.373424495459485,1.5579486980174522,1.6185522323363677,1.1495025859645915
T000037,2.8373577180608303,2.8574994249600887,2.1666666666666665,1.5310391219204695
T000038,1.984080684040934,2.15480264184503,2.347807551766139,1.8428019552660628
T000039,3.349303016211569,2.8365642674526907,1.8665689149560116,3.0058100636054346
T000040,1.4268348209314208,1.4268348209314208,1.518964794635373,1.4858587285798832
T000041,0.4550430902470787,1.3099613728984947,0.8856738162687171,0.7835604790118952
T000042,0.4727997952299554,1.2734131399977193,0.9176554200464055,0.6883367497134614
T000043,0.5626439263851938,1.1990486923648553,1.0494522691705792,0.7194824982883412
T000044,0.5869467558207769,0.5865846962906693,1.4136695691996557,0.6208812139311113
T000045,0.2673342473425525,0.33085607389801763,0.7840703971119135,0.3027180558077268
T000046,1.8040975340576386,1.0532941647450191,0.9914598272987298,0.8052962464410652
T000047,1.8238653997546093,1.1502631956468075,0.9465291689635237,1.165749764239533
T000048,0.8230911609415505,0.7264067879816641,0.4644882124738885,0.18691295867391733
T000049,0.401248440730037,0.3811621475448178,0.47355974336204987,0.4851432230552908
T000050,0.33619384563014326,0.3347613786992353,0.48355076574021555,0.39930026638054805
T000051,0.32999557391769024,0.7032824068599145,0.5606670378994971,0.5211966069372026
T000052,0.5324976260341658,0.750994991176216,0.7721169036334915,0.5864978175592646
T000053,0.5358333517463336,0.42417298006736587,0.6882219538626193,1.3520986743469483
T000054,0.4331095317547144,0.35092053837667375,0.3902312485982131,0.4072332106535687
T000055,0.9580497366193148,0.7241516395757849,0.9097578181185213,0.9452411215267991
T000056,0.712204115550833,1.0458940978167013,1.0717394631617208,0.8137978562146657
T000057,1.3311518373411602,1.2904582840326988,0.8748977445366367,0.6755463249203868
T000058,0.35571906731954617,0.35571906731954617,0.7762890297882522,0.7256328821438952
T000059,0.7373697213671657,0.6302094268036107,0.8366993652625504,0.4783925553380719
T000060,0.48097126100827037,0.4674689054940907,0.4277777777777778,0.5168421006944445
T000061,1.2270174243238299,1.0855273653864934,1.245037448579513,1.398808485132153
T000062,3.9426034156231777,3.3346161225964837,3.2258240523483863,3.9553146154690193
T000063,0.9359566956571773,1.1425933090406395,2.452470409607982,1.5861200714733592
T000064,0.8372210431120045,0.9535717325042002,1.9837543483809876,0.8661522361113643
T000065,0.5090302197331418,0.6139987889190865,0.5582171334654239,0.8159005380606559
T000066,0.8437950172382069,0.8887651582287454,0.6946343961571015,0.5211165254958763
T000067,0.9202929613681711,0.9779730051447969,1.1416785760685981,0.790458818960766
T000068,0.7352475163147195,0.6919358135540623,0.9649684415480895,0.6520886272403773
T000069,0.7758301652997781,0.7873889992671455,1.8840869601634003,1.8897476434473972
T000070,0.7101509162723533,0.8522418317935041,0.5345581437210567,0.38351366191120356
T000071,1.8980931744166543,1.8295305765591447,1.9584727242457214,1.785631075632982
T000072,0.34240146476812466,0.4226279983797335,0.5623351990621186,0.8872847498363693
T000073,0.507593419496324,0.5230160114228025,0.4291097844438637,0.33794575794067994
T000074,0.7596148359339258,0.6986627209617197,0.7496089600320077,0.787432438907887
T000075,0.5415120092103362,0.40270335551178726,1.3942363312960755,0.7722425530020424
T000076,1.01974002253686,0.9232784530772958,1.218391986226996,1.044317766630188
T000077,1.1342414894459938,1.1180747447124075,0.5409135716656466,0.4674325539745105
T000078,0.37280576835497536,0.5944984935204416,0.5598366871834795,0.7978993166604403
T000079,0.4124156928119263,0.4640078560222914,0.37802970016179527,0.35379022313548264
T000080,0.6184866455640722,0.7488332812982647,1.0093385791317393,0.880479700289981
T000081,1.7367468864190339,1.7349686489241387,1.851946128831518,1.832998729202241
T000082,0.6024715032985074,0.36777609369427144,1.2777662921482982,0.47603952847913955
T000083,0.6771038551960303,0.7876417186510963,1.1394105935896983,0.9991433194163029
T000084,0.5909439223746801,0.6675814544426601,0.6876242418124433,0.7221519604314475
T000085,0.9284851824373831,1.0177699726467035,0.9240701300470543,0.7666745461562217
T000086,1.3882010578067667,1.3174985404902222,2.8136028392671655,2.3802483538932186
T000087,0.6512216774576178,0.9612321871777455,0.8345609526436046,0.6670663397577111
T000088,1.0144792985214326,1.1145582794275861,2.475896168947281,1.420309160514557
T000089,0.521311611613087,0.4844454311824845,1.2536148601584844,0.4715941987185089
T000090,0.5661807441240001,0.8252357010734076,0.9683623203595584,0.5208270010912521
T000091,0.3254519440652867,0.5929195693011197,0.8607906749561306,0.34444828284987755
T000092,0.48661991337084826,0.6111391613545811,1.035174003376185,0.6891821006910628
T000093,0.8771778127381226,1.2238342700143774,0.918404458824363,1.3231737706977835
T000094,0.33670808857138423,0.5482403797990588,0.8868271481109997,0.4946764732674586
T000095,0.4705468631221756,0.6085687482015438,0.643688842726726,0.43207166250481166
T000096,0.4002202698116372,0.3650423362709522,0.833765336098151,0.41124961197798543
T000097,0.2006397282794786,0.35503917506239885,1.1353285862631657,0.6301053744221171
T000098,0.32959810953194163,0.3294168536200455,0.6848171701112878,0.235587600683749
T000099,1.147791017481647,1.147791017481647,1.1889148513856436,1.171625857071548
T000100,0.4119785951573473,0.3546938745277452,0.6706467661691539,0.4421429800156932
T000101,0.4889897098764552,0.4639520941708334,0.4446326778233099,0.5345122320595626
T000102,1.0459382620680489,1.0028723556050954,1.2113783533765032,1.4588537789626213
T000103,1.300503823886402,1.928357609707155,0.46344935306628854,1.233078392377689
T000104,0.6190292216129913,0.597153865177389,0.6451295093423145,0.95288052130466
T000105,0.5465490686665652,0.5661819829955049,0.5877155881385407,0.8795794201018226
T000106,0.3951831063705737,0.3859153870249137,0.43636122705890157,1.0045046868574183
T000107,0.4459571327934356,0.4595688257650076,0.4778310617533232,0.5634815624300605
T000108,2.1805527107453258,1.8960767023275686,1.9148326205711774,1.851075118481425
T000109,0.589553248789203,0.5990292184130528,1.3658662893657554,0.5971156074685166
T000110,0.31871482581465327,0.20869341203448072,0.702015769067183,0.29093388634609463
T000111,0.7868993284368415,1.7921694196744207,1.0147623298088753,1.2052603389198921
T000112,1.2608714885728423,1.0101555338040094,0.6375001904645812,0.4348984323812644
T000113,0.5282332052373806,0.5907519622870452,1.9012192733326805,1.2508546715092794
T000114,2.6048601125471214,2.0857011532175065,2.2368762196821854,2.245941119570236
T000115,0.4265788666365987,0.4187627396657795,1.1902272410427994,0.5817604251076084
T000116,0.41546048083626425,0.5848327115019857,1.2962100633811926,0.8423504704199206
T000117,0.4687195106673445,0.47152330500424644,0.7511419001218027,0.4222747486778938
T000118,0.5124063918625861,0.624894208863777,1.1559208836372976,0.8257654930803061
T000119,0.6462170954555101,0.4074235887398285,0.6779228817350259,0.8730671845896995
T000120,0.522763853557041,0.6574463527989939,1.500084617787961,0.4747425670765476
T000121,0.36068091473394515,0.665893526242852,1.6025091647676608,0.5073818140579297
T000122,0.655962089138815,0.7010416646922683,0.8173245548851172,0.4388958533234068
T000123,0.36068091473394515,0.665893526242852,1.6025091647676608,0.5073818140579297
T000124,0.7522751730688009,0.6717461871328378,0.9400459634906112,0.4353238851453922
T000125,0.4712062813238555,0.5827543746964277,0.6223008897569444,0.6787271698315939
T000126,0.4144074203832175,0.5078440413657638,0.6815364476547962,0.8552319829563153
T000127,0.3172788581073528,0.30426209616398775,0.6638885711017045,0.33608221986476267
T000128,0.3669314256468088,0.40134021926106545,1.1792603590871957,0.7436363067493202
T000129,0.5882544415761483,0.7278541896750889,0.8437879212172127,0.7457319031929666
T000130,0.24577501126141577,0.11530333660525971,0.33363939665806885,0.10479711230494304
T000131,0.5461448943726199,0.3780095894403235,0.39785768936495786,0.34494144641085256
T000132,1.4297033385875038,1.2931445234328842,1.2931445234328842,1.2230316949055633
T000133,0.9111920196175946,0.937350760602701,1.004208623000904,0.9863817983387629
T000134,1.1357426632479144,0.8146422554508077,1.213883876446237,0.9011383364375464
T000135,0.5121219851933152,0.46064339717004027,0.9516826899691204,0.5742185502515794
T000136,0.740570021749411,0.854591233248198,0.5114892772155306,0.8485801330240003
T000137,0.7871948850287618,1.0863366790811841,1.060000998677509,0.9195563462350143
T000138,0.652163360906551,0.9189396258966519,0.8543621605327354,0.9186175224504156
T000139,0.45722603389723354,0.4755059044207502,1.0150703587438572,0.7355484704476795
T000140,1.0534595922560785,1.0829328054762781,1.2334885534155533,1.0815433170730835
T000141,0.5355226334075939,0.5494527674738561,0.8614651183468567,0.7353345719270462
T000142,0.47364699812088995,0.7118031483045513,0.48563871413909887,0.7766742387570669
T000143,1.6434527069944245,1.0951117963806958,1.0833180534157816,0.4547750849220246
T000144,0.49599904929175026,0.44524239960802076,0.6647667264924243,0.4278030796039752
T000145,2.3244262329651386,2.256324954776209,2.3198335644937584,2.0622042546159847
T000146,0.7911552980200586,0.7911552980200586,0.7282685776135558,0.6592704098938214
T000147,0.22705536141254368,0.17120732311238926,0.47535405554533755,0.44073634509854354
T000148,0.32497136155030054,0.3249482351555819,0.3106936416184971,0.3210340896782848
T000149,0.7114276844636003,0.8591288718512311,0.9752502399561224,1.380507922803491
T000150,0.7551165972944958,0.6129954214385,0.7001675041876045,0.6918226398614982
T000151,0.38467890226346113,0.4919611396411759,0.5672268907563025,0.7886678230862657
T000152,0.4703225096208501,0.5034005460931187,0.5798771121351767,0.9922734859718522
T000153,0.7074218931654299,0.5445279402616577,1.3337785977859775,0.3617763415121944
T000154,0.3674569713449644,0.8640428063844477,1.4856923044421284,0.7497187461024563
T000155,0.22207138807943458,0.22207138807943458,1.1981344755678296,0.5681072956423397
T000156,0.51805939169108,0.5035491951057296,1.607228683220059,0.7859931380377347
T000157,0.782652043090299,0.7391689494654131,0.9119591278822233,1.4722525010463792
T000158,0.3108028922715768,0.3108028922715768,1.5545985876293502,0.2275285103572891
T000159,0.7502036403888526,0.991613199077976,1.3640152049671912,1.1459247952736247
T000160,0.7804638430201315,0.3642777951861792,0.6759584798258835,0.3289667621145509
T000161,0.6143389956521881,0.7270025636514368,1.389768502335632,1.1121050128453704
T000162,0.73562440588888,0.73562440588888,1.6892731891862036,0.8331531452078567
T000163,0.6326055963715678,1.2603286142693357,1.266904136982877,0.6148903079009654
T000164,2.2284869047204836,2.327366594787407,3.0534270881251233,3.2483005938567886
T000165,0.9882151071666541,0.9911143681582925,0.9911143681582925,1.0139081657317763
T000166,1.4455710900198195,1.3699220630994333,1.4055877479654701,1.3674654758514493
