unique_id,MetaARIMA,AutoARIMA,SeasonalNaive,Chronos2
T000000,1.097404374495223,0.9495269780225373,1.5242553467400846,1.0221928991102067
T000001,1.5214486684580146,0.49748563052344097,5.067890776131461,2.4397366359238704
T000002,2.051089391776025,1.8529186754706262,2.084662781811234,2.0441757875587543
T000003,1.7689382543648746,2.249830179581461,2.7219846925310107,1.9819637231129588
T000004,2.071627735596386,1.8850736531751604,1.6524359345591428,1.8806667449385621
T000005,1.274236719121977,1.0469125192304705,1.0538568450312717,1.0908256483044867
T000006,1.0216660855948212,1.0002807795644566,1.4884688232536332,1.2552126992498827
T000007,0.4752780800933025,0.6518672341182482,0.24400643604183428,0.6286255864874548
T000008,0.7148624737315993,0.7139031044346111,0.7199498838453708,0.6236533360910542
T000009,0.551551547253144,0.407840580448701,0.6034793609429803,0.546608891582809
T000010,5.221999536019599,5.366506913749276,3.249888983774552,2.599517948401473
T000011,0.4938566175508931,0.7664053983927166,1.2009140148950577,0.7546355822801428
T000012,0.5629035401322058,0.6303076293604278,0.8907118285260652,0.568619391185703
T000013,1.8991581515571594,1.8985601820448472,1.8266891445193705,1.8321580932776287
T000014,0.9269749668032358,0.970337617528337,2.035084008560488,1.0066190958452994
T000015,0.3178059308012223,0.3178059308012223,1.0405970149253732,0.23464840106110074
T000016,0.23792252525834356,0.5981511814808352,0.8019323671497582,0.43329787469048153
T000017,0.6507785545641614,0.6511644734184222,0.8355114067177327,0.7675106322030892
T000018,0.9507109134556735,0.9582306826550194,0.9632269138356688,0.6991531513150419
T000019,1.7523948336133413,2.442391747472597,2.3579480397642176,2.2910825180317684
T000020,1.1976981266185802,0.9266527274437913,1.0110262704562112,1.1892015541546332
T000021,1.0993079735471984,1.0515028093277807,1.185101617390484,1.2674757268476358
T000022,1.1326104573245626,1.1326104573245626,1.1454523724154417,1.142254562806496
T000023,0.48507633525589827,0.47314123087869087,0.41005573342819873,0.4494346637651192
T000024,0.981881844107902,1.07593558073423,1.505389403370275,1.0637274302425705
