unique_id,MetaARIMA(3),MetaARIMA(10),MetaARIMA(25),MetaARIMA(50),MetaARIMA(100),MetaARIMA(150),MetaARIMA(200),MetaARIMA(250),MetaARIMA(300),MetaARIMA(350),AutoARIMA
T000000,1.2848735197409042,1.2848735197409042,1.2848735197409042,0.6515323000208264,0.6515323000208264,0.6515323000208264,0.6515323000208264,0.6515323000208264,0.6515323000208264,0.6515323000208264,1.2848735197409042
T000001,8.046081281043032,8.107871242408564,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882,8.029411764705882
T000002,1.9278127581669573,2.093136424945562,2.093136424945562,2.093136424945562,2.093136424945562,2.093136424945562,2.093136424945562,2.093136424945562,2.037585932269292,2.093136424945562,1.768661421432537
T000003,2.591155686614506,1.5522258196478245,2.0867111349380063,1.5522258196478245,2.0867111349380063,1.5522258196478245,2.0867111349380063,2.0867111349380063,2.0867111349380063,2.0867111349380063,1.4478094260993062
T000004,1.918751158654171,1.931640049926397,1.9199878153407413,1.6293658377709672,1.6293658377709672,1.6293658377709672,1.6293658377709672,1.6293658377709672,1.6293658377709672,1.6293658377709672,1.6293658377709672
T000005,1.348984116074178,1.1733252258756008,1.1919860145330337,0.9603070082359277,0.9603070082359277,0.9603070082359277,0.9603070082359277,0.9603070082359277,0.7975280304154375,0.7975280304154375,0.7599627925193386
T000006,1.5156010273448437,0.9629917261857126,1.0458093921369973,1.1080827067669174,0.9629917261857126,0.9629917261857126,0.9629917261857126,0.9629917261857126,0.9629917261857126,0.9629917261857126,1.1080827067669174
T000007,0.7490037325611876,0.7447614043164175,0.7675727102312531,0.8050312100171133,0.7490037325611876,0.7830691462750654,0.7830691462750654,0.7920695573175259,0.7920695573175259,0.7830691462750654,1.3481052533393314
T000008,1.2206682770364015,1.2165865360897277,1.6863975117066743,1.192594380608868,1.2457344247514115,1.2457344247514115,1.2165865360897277,1.2165865360897277,1.151469663952798,1.3922354106619845,1.165147845436772
T000009,3.4135640393901743,3.364061966463614,3.4237820497602773,3.4237820497602773,3.4237820497602773,3.4237820497602773,3.3796113154688827,3.4237820497602773,3.3796113154688827,3.3796113154688827,3.5156535704578418
T000010,0.7490567382000848,0.7447449374707069,0.7675987235626512,0.8050794389303789,0.7490567382000848,0.7830765624239869,0.7830765624239869,0.7920912392317694,0.7920912392317694,0.7830765624239869,1.3480362551969811
T000011,0.7261953518979979,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.8015735836220419,0.5997273690999858
T000012,3.4060293807813813,3.484973592339572,3.484973592339572,3.484973592339572,3.461204743756769,3.461204743756769,3.461204743756769,3.461204743756769,3.461204743756769,3.461204743756769,3.4501334935927095
T000013,1.5758509804773047,1.557479211865694,1.5734374713483292,1.5734374713483292,1.5734374713483292,1.5734374713483292,1.5734374713483292,1.5734374713483292,1.5734374713483292,1.5734374713483292,2.3161743194974647
