unique_id,MetaARIMA(3),MetaARIMA(10),MetaARIMA(25),MetaARIMA(50),MetaARIMA(100),MetaARIMA(150),MetaARIMA(200),MetaARIMA(250),MetaARIMA(300),MetaARIMA(350),AutoARIMA
T000000,1.3987995243581834,0.960139357627696,1.2674279508751607,1.0974044501972444,1.0974044501972444,1.0974044501972444,1.0974044501972444,0.960139357627696,0.960139357627696,1.0974044501972444,0.9495269714509343
T000001,0.8150167262765647,0.9634355756633467,1.7882539435755942,2.071294956265075,1.5214486706771875,1.5214486706771875,2.071294956265075,1.2737046495032023,1.2737046495032023,1.2737046495032023,0.49748515319614145
T000002,2.051089416392087,1.9183855237994667,1.9993775207918898,2.039968123163564,2.051089416392087,2.051089416392087,2.051089416392087,2.051089416392087,2.051089416392087,2.051089416392087,1.8529186801370467
T000003,1.7689383018937754,1.6414342115690432,1.667292903931936,1.667292903931936,1.7689383018937754,1.5276148804154446,1.5276148804154446,1.2508893925997635,1.6344319771077285,1.6344319771077285,2.249830179581461
T000004,2.0716277386193154,1.9904193537676034,1.9459209482528894,2.013123890183903,2.0716277386193154,1.9402156534775286,1.9402156534775286,1.9402156534775286,1.9018790050917567,1.9018790050917567,1.8850736667432746
T000005,0.8376102408017726,1.2741772280412251,0.6274535969908126,0.7699262925280388,1.2741772280412251,1.2741772280412251,1.2741772280412251,0.7699262925280388,1.2741772280412251,1.2741772280412251,1.0469124802279455
T000006,1.1982942233208556,1.1982942233208556,1.119187810235656,0.9675294167596423,1.0216660843631185,1.1982942233208556,1.119187810235656,1.1982942233208556,1.0972093690444633,1.0002807672896854,1.0002807672896854
T000007,0.9187551865290685,0.6518672341182482,0.6518672341182482,0.6518672341182482,0.4752782159377803,0.6518672341182482,0.4752782159377803,0.5683812281963707,0.4752782159377803,0.37900470344777293,0.6518672341182482
T000008,0.7148624690774452,0.7067351435545669,0.7148624690774452,0.7148624690774452,0.7148624690774452,0.6833494651612342,0.6833494651612342,0.7148624690774452,0.6833494651612342,0.7093689636605567,0.7139031044346115
T000009,0.4043768550572482,0.5011251211291157,0.5596548711274174,0.5596548711274174,0.5515515408836874,0.5515515408836874,0.4215674803003186,0.5515515408836874,0.5596548711274174,0.5596548711274174,0.4078405802674096
T000010,5.15149082114566,5.149492290595357,5.221999553433016,5.198905237010156,5.221999553433016,5.15149082114566,5.221999553433016,5.577195849026535,5.198905237010156,5.221999553433016,5.366506944612241
T000011,0.5031159135040221,0.5031159135040221,0.5165405622160705,0.5189179652910626,0.4939590312087072,0.5189179652910626,0.5189179652910626,0.45420033586481035,0.5165405622160705,0.5754939304399946,0.7664053937883334
T000012,0.5316186602305745,0.5126225313456746,0.5487419729574927,0.5629035331005712,0.5629035331005712,0.5629035331005712,0.5629035331005712,0.5629035331005712,0.5629035331005712,0.5629035331005712,0.6303076217638398
T000013,2.0063342931046546,2.0063342931046546,2.0010013162299316,1.8991581481830146,1.8991581481830146,1.9040134649771807,2.0063342931046546,2.0010013162299316,2.0010013162299316,1.8991581481830146,1.8985601707689481
T000014,0.9440540749149796,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.9269749707354401,0.97033760107578
T000015,0.32483621196365103,0.32483621196365103,0.32483621196365103,0.32483621196365103,0.31780594922562233,0.31780594922562233,0.31780594922562233,0.32483621196365103,0.20477611940298507,0.20477611940298507,0.31780594922562233
T000016,0.47237151997201665,0.7606194355881617,0.24511449315922879,0.23792252577497155,0.23792252577497155,0.23792252577497155,0.30244170000891835,0.30244170000891835,0.4803710155185108,0.30244170000891835,0.5981511853599276
T000017,0.7467838505675932,0.6433232271371493,0.6433232271371493,0.6507785506821177,0.6507785506821177,0.652243729476467,0.652243729476467,0.652243729476467,0.6511644712388674,0.6511644712388674,0.6511644712388674
T000018,0.9514814472555839,0.6289356070610639,0.78001362543495,0.9514814472555839,0.9507109169370659,0.9514814472555839,0.9514814472555839,0.9514814472555839,0.9514814472555839,0.9514814472555839,0.9582306836431521
T000019,2.2931872377210722,2.518005715188352,2.363795646171757,1.7333719389343594,1.7479369291533338,1.7479369291533338,1.7479369291533338,1.7479369291533338,1.7479369291533338,2.2342473984825486,2.4423917328673928
T000020,1.199075912178423,1.1355649447341551,1.2025103557358945,0.9120012264646121,1.1976981096315669,1.2189140369021076,1.2189140369021076,1.193918943689997,1.193918943689997,1.193918943689997,0.9266526962784057
T000021,0.9218236334256639,1.0417914037333404,1.0926021597670337,1.1957559639249211,1.102176225432305,1.102176225432305,1.102176225432305,1.102176225432305,1.102176225432305,1.1957559639249211,1.0515028093277807
T000022,1.1798488622601904,1.166614857702516,1.0672790684945055,1.0672790684945055,1.13261045862962,1.13261045862962,1.13261045862962,1.13261045862962,1.1466773772792798,1.13261045862962,1.13261045862962
