unique_id,MetaARIMA(1),MetaARIMA(2),MetaARIMA(5),MetaARIMA(10),MetaARIMA(20),MetaARIMA(30),MetaARIMA(40),MetaARIMA(50),MetaARIMA(75),MetaARIMA(94),AutoARIMA
T000000,1.2855827417237893,1.3060046360925437,1.2855827417237893,1.2855827417237893,1.3723743873533105,1.295631619295554,1.295631619295554,1.2862850238932706,1.1688850029001498,1.2104062535444413,1.2862850238932706
T000001,0.8352980174392871,0.8352980174392871,0.9360108745567257,0.9360108745567257,0.9438419448476518,0.9438419448476518,0.8598588133142553,0.8598588133142553,0.9438419448476518,0.9438419448476518,0.9014219091384764
T000002,0.6677792675082648,0.6677792675082648,1.5877550275923296,0.5402065816666992,0.7343339992296004,0.7343339992296004,0.7343339992296004,0.4564781454622197,0.5178535482677725,0.5178535482677725,1.5618050937228047
T000003,1.5918532164079582,0.8047801410481094,0.8047801410481094,0.8047801410481094,0.9218800141264814,0.8391205928452483,0.8391205928452483,0.8391205928452483,0.787685227203587,1.3005890261099446,1.3572090734456395
T000004,1.486575361312943,0.6749542867592829,0.6749542867592829,0.6749542867592829,0.6749542867592829,0.7382983611016299,0.6969730009090195,0.6969730009090195,0.6969730009090195,0.6969730009090195,0.6463929768792274
T000005,1.1936643138768428,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.4491243801213207,1.0728500194618584,1.8024669461189775
T000006,0.3250578043343638,0.3250578043343638,0.26017021974268073,0.26017021974268073,0.19980986874102355,0.5175939647234425,0.5175939647234425,0.5175939647234425,0.20440648731392072,0.20440648731392072,0.46365662074838265
T000007,0.38480662536166793,0.39350948078459214,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.5565212769214707,0.2197070129737882
T000008,0.4859364304456743,0.4859364304456743,1.1209429563482693,1.1209429563482693,1.1209429563482693,0.45012619497575557,0.45012619497575557,0.45012619497575557,0.4714529626263115,0.4714529626263115,0.854342907371806
T000009,1.256617232526706,1.2839134490982493,1.2839134490982493,1.2839134490982493,1.2839134490982493,1.2839134490982493,0.8489402647023078,1.3192629970285943,1.3192629970285943,1.3192629970285943,1.1022091947787367
