MetaARIMA(1),MetaARIMA(2),MetaARIMA(5),MetaARIMA(10),MetaARIMA(20),MetaARIMA(30),MetaARIMA(40),MetaARIMA(50),MetaARIMA(75),MetaARIMA(94),unique_id,AutoARIMA
0.0087685654301053,0.0087685654301053,0.0087407737848352,0.0087407737848352,0.0087407737848352,0.0090157490284468,0.0090157490284468,0.0090157490284468,0.0090157490284468,0.0090157490284468,"M3,Monthly,M1001",0.0053460248153676
0.0045253443345507,0.0026000380366095,0.006906656395716,0.0091259302528067,0.0091259302528067,0.0091259302528067,0.0091259302528067,0.0043946290776853,0.0043946290776853,0.0034961233202748,"M3,Monthly,M1008",0.0029591054937692
0.0474197909960376,0.0474197909960376,0.0474197909960376,0.0474197909960376,0.0473499668659828,0.0473499668659828,0.0473499668659828,0.0473499668659828,0.0473499668659828,0.0473499668659828,"M3,Monthly,M1015",0.0364988498856232
0.007192636940873,0.007192636940873,0.0071422885512442,0.0071422885512442,0.0072026228548182,0.0072026228548182,0.007208548334609,0.0070084025694728,0.0070084025694728,0.0070084025694728,"M3,Monthly,M1032",0.0198764398164111
0.018888084710239,0.018888084710239,0.0175951831326219,0.0175873139481342,0.0170155359761801,0.0194639195543869,0.0194639195543869,0.0178497497145506,0.0178497497145506,0.0178497497145506,"M3,Monthly,M1040",0.0102599131102374
0.0393949286482493,0.038950598114996,0.038950598114996,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,"M3,Monthly,M1041",0.0342696047623868
0.0079479491460613,0.0079479491460613,0.0087969652367736,0.0087969652367736,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,"M3,Monthly,M1043",0.006312430059793
0.0300941070351846,0.0300941070351846,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,"M3,Monthly,M1045",0.0216038956097082
0.0181437796504192,0.0194747592098644,0.014253905841146,0.014253905841146,0.0151620933534728,0.0151620933534728,0.0151620933534728,0.0151620933534728,0.017554082299308,0.017554082299308,"M3,Monthly,M105",0.0337009905308078
0.0599827818392543,0.0606006002651779,0.0764172198643513,0.0606006002651779,0.0684370735915136,0.0713323826687093,0.0713872041614283,0.0713872041614283,0.1028921585902193,0.0829023195503453,"M3,Monthly,M1053",0.0666887315431382
0.0443185740208999,0.0360236289206649,0.0404982993052809,0.0481205382544385,0.0485368209465403,0.0485368209465403,0.0485368209465403,0.0485368209465403,0.0485368209465403,0.0485368209465403,"M3,Monthly,M106",0.0341700491917536
0.0191664439063314,0.0191664439063314,0.0191664439063314,0.029277036055575,0.032736217416549,0.032736217416549,0.032736217416549,0.032736217416549,0.032736217416549,0.0292612060983769,"M3,Monthly,M1064",0.0721755396383423
0.0628650195473316,0.0578317211619455,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,"M3,Monthly,M107",0.0694977209981669
0.0223984925303235,0.0216072802721352,0.0216072802721352,0.0243927524415534,0.0243927524415534,0.037515076198283,0.0246507792451424,0.0246507792451424,0.0384127372615575,0.0325732852343742,"M3,Monthly,M1070",0.0752124391082503
0.0093791445538117,0.0093791445538117,0.0138233009634188,0.009253869285539,0.009253869285539,0.009253869285539,0.0120097735587921,0.0109731074644152,0.0099497890200335,0.0099497890200335,"M3,Monthly,M1072",0.0307081770776927
0.1122085049768579,0.0972676905093074,0.0972676905093074,0.0972676905093074,0.1014254143519461,0.1014254143519461,0.1014254143519461,0.1137853169869388,0.1105919279261362,0.1100192594376201,"M3,Monthly,M1077",0.1125701492128688
0.3565922046261776,0.3375022233031459,0.3375022233031459,0.3375022233031459,0.3375022233031459,0.3375022233031459,0.4850073673043711,0.4850073673043711,0.315069914557338,0.315069914557338,"M3,Monthly,M1078",0.3226162519557887
0.0231317288494418,0.0265738756128462,0.031453785007103,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,"M3,Monthly,M1080",0.0479204688745397
