unique_id,Meta-Regr,MetaARIMA,No-PCA,Reg-Chain,No-SH,MonteCarlo,MO-Regr,AutoARIMA
T000002,4.259938697189107,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442,4.737357421206442
T000003,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887,5.860535800335887
T000004,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.1825220616314267,3.0955371307249417,3.1825220616314267,3.1825220616314267
T000005,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.534878481567877,4.2446161128185045,4.534878481567877,4.534878481567877
T000006,8.416275432055055,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936,8.362739396758936
T000007,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057,0.844996092227057
T000008,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,6.819686511826016,7.697056113993803,6.819686511826016,5.564180911555963
T000009,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.647405251130976,4.8478733417718,4.647405251130976,4.647405251130976
T000010,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,4.76055958112391,6.09708034021232,4.76055958112391,5.620563712102766
T000011,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.9719749795778507,3.8844633474967054,3.9719749795778507,3.9719749795778507
T000012,2.659500078894847,2.659500078894847,3.830733764639043,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847,2.659500078894847
T000013,3.2463263557979243,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625,3.2788316677541625
T000014,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,3.4106299187086635,2.41131891681278,3.4106299187086635,3.4106299187086635
T000015,7.477085997865839,6.303041401946835,6.303041401946835,8.001645051693837,6.303041401946835,6.195301470150065,6.303041401946835,6.303041401946835
T000016,3.2640308392534476,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892,3.2085127566709892
T000022,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,8.06226397021394,12.691981007034897
T000023,2.200476449050167,1.3643845426707764,2.200476449050167,1.3643845426707764,1.3643845426707764,5.089093236649723,1.3643845426707764,0.7057246605987398
T000024,5.69000243696676,5.582136313685083,5.69000243696676,5.582136313685083,5.582136313685083,5.582136313685083,5.582136313685083,5.886185611709455
T000025,6.128471608931435,6.128471608931435,6.128471608931435,6.128471608931435,6535.5059541745395,4.26628179500542,6.128471608931435,2.482065507087245
T000026,1.3588918775306338,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,0.8584060387977189,3.5337029246946066
T000027,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453,3.247026982107453,1.784032094527006,3.247026982107453,3.247026982107453
T000028,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,5.657068631974418,2.098806512258748,5.657068631974418,4.514758518366947
T000029,1.8836729658527582,1.8836729658527582,1.8836729658527582,1.8836729658527582,28318.94706240223,1.8836729658527582,1.8836729658527582,5.678761290154932
T000030,2.42024565829443,2.597781756689545,2.597781756689545,2.42024565829443,2.597781756689545,2.597781756689545,2.597781756689545,2.597781756689545
T000031,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.396741855043954,5.67902106900115,5.396741855043954,5.396741855043954
T000033,0.8585580320997926,1.0664843221444378,0.8585580320997926,1.0664843221444378,1.0664843221444378,1.0664843221444378,1.0664843221444378,0.88798936211819
T000034,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262,0.9641281737849262
T000035,1.3026325059346506,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.1495596914373631,1.3026325059346506,1.1495596914373631,1.3026325059346506
T000036,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,0.9286142461513487,1.9935141509433962,0.9286142461513487,0.9286142461513487
T000037,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841,1.623029001655841
T000038,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.6468162639048715,0.9144624679983517
T000039,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,3.161610546578186,4.254400014946403
T000040,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,2.0859931485180447,3.6037151756810775
T000041,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784,3.940490510454784
T000042,0.5739256832550672,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.5147861080317722,1.6888872393201457
T000043,5.541331665065111,5.541331665065111,5.541331665065111,5.541331665065111,5.541331665065111,6.162444943551975,5.541331665065111,3.1395015754798057
T000044,3.61352267351574,6.715337395998269,3.4153448860546636,3.4153448860546636,78.90243206798498,4.52570585154497,6.715337395998269,6.715337395998269
T000045,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,5.213425460000113,5.273285027735945,5.213425460000113,7.740012173332548
T000046,9.469340153922804,9.469340153922804,9.469340153922804,9.469340153922804,23.559725719204614,4.9697076438021295,9.469340153922804,9.469340153922804
