MetaARIMA(0.0),MetaARIMA(0.1),MetaARIMA(0.2),MetaARIMA(0.30000000000000004),MetaARIMA(0.4),MetaARIMA(0.5),MetaARIMA(0.6000000000000001),MetaARIMA(0.7000000000000001),MetaARIMA(0.8),MetaARIMA(0.9),MetaARIMA(1.0),unique_id,AutoARIMA
0.0087685654301053,0.0087685654301053,0.0087685654301053,0.0087685654301053,0.0087407737848352,0.0087407737848352,0.0090157490284468,0.0090157490284468,0.0090157490284468,0.0090157490284468,0.0090157490284468,"M3,Monthly,M1001",0.0053460248153676
0.0036199133471919,0.0122577421629503,0.0122577421629503,0.0122577421629503,0.0092372000085312,0.0091259302528067,0.0091259302528067,0.0091259302528067,0.0091259302528067,0.0091259302528067,0.0091259302528067,"M3,Monthly,M1008",0.0029591054937692
0.0474197909960376,0.0474197909960376,0.0474197909960376,0.0474197909960376,0.0474197909960376,0.0470550962730572,0.0473499668659828,0.0473499668659828,0.0473499668659828,0.0473499668659828,0.0473499668659828,"M3,Monthly,M1015",0.0364988498856232
0.007192636940873,0.007192636940873,0.007192636940873,0.0070084025694728,0.0070084025694728,0.0072026228548182,0.0072026228548182,0.0072026228548182,0.0072026228548182,0.0072026228548182,0.0072026228548182,"M3,Monthly,M1032",0.0198764398164111
0.018888084710239,0.018888084710239,0.018888084710239,0.0183814436067033,0.0176045522601652,0.0176045522601652,0.0170155359761801,0.0170155359761801,0.0170155359761801,0.0194639195543869,0.0194639195543869,"M3,Monthly,M1040",0.0102599131102374
0.0393949286482493,0.0393949286482493,0.038950598114996,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,0.0378860569014188,"M3,Monthly,M1041",0.0342696047623868
0.0079479491460613,0.0079479491460613,0.0079479491460613,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,0.0088351371125095,"M3,Monthly,M1043",0.006312430059793
0.0300941070351846,0.0264969797027897,0.0264969797027897,0.0264969797027897,0.0255429620572224,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,0.0260208272938542,"M3,Monthly,M1045",0.0216038956097082
0.0228369793006857,0.0181437796504192,0.0181437796504192,0.0181437796504192,0.0157327541943476,0.0234787212861962,0.0234787212861962,0.0151620933534728,0.0151620933534728,0.0151620933534728,0.0151620933534728,"M3,Monthly,M105",0.0337009905308078
0.0726460326529185,0.0726460326529185,0.0956424707412462,0.0925335741974969,0.0713872041614283,0.0713323826687093,0.0713323826687093,0.0684370735915136,0.0684370735915136,0.0713872041614283,0.0713872041614283,"M3,Monthly,M1053",0.0666887315431382
0.0443185740208999,0.0443185740208999,0.0443185740208999,0.0443185740208999,0.0443185740208999,0.0443185740208999,0.0485368209465403,0.0485368209465403,0.0485368209465403,0.0485368209465403,0.0485368209465403,"M3,Monthly,M106",0.0341700491917536
0.0191664439063314,0.0191664439063314,0.0191664439063314,0.0322878259195238,0.0195802557998721,0.029277036055575,0.032736217416549,0.032736217416549,0.032736217416549,0.032736217416549,0.032736217416549,"M3,Monthly,M1064",0.0721755396383423
0.0679019465142875,0.0529301460179637,0.0581817001791808,0.0578317211619455,0.0578317211619455,0.0578317211619455,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,0.0548407279317707,"M3,Monthly,M107",0.0694977209981669
0.0365171348432175,0.0365171348432175,0.0425640059122358,0.0425640059122358,0.0425640059122358,0.0425640059122358,0.0425640059122358,0.0243927524415534,0.0237675022797794,0.0237675022797794,0.0237675022797794,"M3,Monthly,M1070",0.0752124391082503
0.0152921700598532,0.0190981720876453,0.0156534956227422,0.0169982889282899,0.009253869285539,0.009253869285539,0.009253869285539,0.009253869285539,0.009253869285539,0.009253869285539,0.009253869285539,"M3,Monthly,M1072",0.0307081770776927
0.1054151091319686,0.1054151091319686,0.099142569179105,0.1106186679476945,0.0972676905093074,0.0972676905093074,0.0972676905093074,0.1014254143519461,0.1014254143519461,0.1014254143519461,0.1014254143519461,"M3,Monthly,M1077",0.1125701492128688
0.3738165332778776,0.3402966852719323,0.4850073673043711,0.3375022233031459,0.4161765556319916,0.4850073673043711,0.3221093725120208,0.315069914557338,0.3375022233031459,0.3375022233031459,0.3606662624292782,"M3,Monthly,M1078",0.3226162519557887
0.0228369031249452,0.014846932431979,0.0265738756128462,0.0265738756128462,0.0234452776734709,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,0.0237432595054397,"M3,Monthly,M1080",0.0479204688745397
