MetaARIMA,AutoARIMA,"ARIMA(2,1,2)","ARIMA(1,0,0)",SeasonalNaive,AutoTheta,AutoETS,unique_id,dataset
0.0079117756962455,0.0246613254392303,0.0281538175833481,0.0571621061174574,0.0268964569958505,0.0262603807201097,0.0184550894626502,M1010,M3(Monthly)
0.0157873061089444,0.0376915296297397,0.0391133193927948,0.0760674975891917,0.0414868333246434,0.0424819992919003,0.0175100304230608,M1011,M3(Monthly)
0.005809900234158,0.0194131308406055,0.0192681712099901,0.0371111315459334,0.0112237846147109,0.0181685859015273,0.0049397383036227,M1012,M3(Monthly)
0.0134558788850699,0.0118802184144248,0.0122862451240925,0.0136922533030596,0.0264394027681736,0.010459325666608,0.0107358365577361,M1013,M3(Monthly)
0.0229056529192212,0.0205327403837846,0.0210036000200796,0.0295541556373422,0.0400054975904135,0.0178240362021993,0.0170467723368077,M1014,M3(Monthly)
0.0353315213645187,0.0364988498856232,0.0394357864946047,0.0266827229437815,0.0233767670115026,0.0438342781716066,0.036306834510019,M1015,M3(Monthly)
0.0595434897386869,0.0536907406934306,0.0606633844866353,0.0369761594006285,0.0454299166998564,0.0618303478964124,0.0527783151410918,M1016,M3(Monthly)
0.0326078545463429,0.0309942878182221,0.0319048047274042,0.0255622759152797,0.0333835257536423,0.0335024563541563,0.0309637849940338,M1017,M3(Monthly)
0.0104769484642627,0.0105413341462855,0.0105780890073664,0.0300764456473499,0.0242611006047424,0.0093166460850902,0.0109675322446126,M1018,M3(Monthly)
0.0326440882954479,0.0252490659405707,0.0324541474905364,0.0595553613378154,0.0727417793529167,0.0398867365576046,0.0188316129431737,M1019,M3(Monthly)
0.0330984709132368,0.0422361766108273,0.0442089493281285,0.0765375810679805,0.0477318134035193,0.0394418880077966,0.0381711880012132,M102,M3(Monthly)
0.148808059067402,0.1343415396049534,0.1182710588183054,0.1909808865581738,0.1673085253660835,0.1416826659656667,0.1215167527745039,M1022,M3(Monthly)
0.0373285544875398,0.0478604486161025,0.0478320092714419,0.0828083115934433,0.0610975601778326,0.0437082576509095,0.0417311819865543,M1020,M3(Monthly)
0.0392122304536345,0.0376584843869112,0.0384680517024499,0.0598490369133363,0.0421009977027405,0.0360488795764619,0.0376613966569891,M1021,M3(Monthly)
0.0038207656330105,0.0037058611742524,0.0036612382400198,0.0040208144502135,0.0118012608703373,0.0078120195290368,0.0084389702882684,M1023,M3(Monthly)
0.0109950280867139,0.0084085864889363,0.0078742508354077,0.0072048678289695,0.0081300525560233,0.0079442865768018,0.0069561688460293,M1024,M3(Monthly)
0.0032657695452463,0.003562012655644,0.0036443058860831,0.0038410823183359,0.0137077711208013,0.0080811302064208,0.0085496228116225,M1025,M3(Monthly)
0.0071758757783249,0.010663168789215,0.0110227161607252,0.0210131985995738,0.0436339492146611,0.0074727628907514,0.004631251899919,M1026,M3(Monthly)
0.0072603854609561,0.0057302033637706,0.0052920144706013,0.0076897212163767,0.0127828956962122,0.0046786372529983,0.0048584126284652,M1027,M3(Monthly)
0.0465750800591108,0.044133894757868,0.0438051972285726,0.0785965440695875,0.090440087588855,0.0451816893649558,0.0454977053393175,M103,M3(Monthly)
0.0357027608122808,0.0363752577586473,0.0363752577586473,0.0663129486072201,0.0790018253492601,0.0338263991030914,0.0299568521282816,M1029,M3(Monthly)
0.0341219825669002,0.0355152871615668,0.0334921326965642,0.0588266530596471,0.0529693601579983,0.0327861563913237,0.0355789180184033,M1028,M3(Monthly)
0.0178067668445815,0.0159394314291485,0.0166926263079902,0.0188482372211387,0.0321903051329545,0.0149349103946953,0.0155362554948669,M1030,M3(Monthly)
0.0167295841520582,0.0198764398164111,0.0195138375940663,0.0534373444992372,0.0313857362380441,0.0174857551949064,0.015499700268461,M1032,M3(Monthly)
0.0238920248371638,0.0249306187062343,0.0242451368841963,0.0404823254419598,0.034177177373137,0.0229014718613043,0.0254415365466782,M1033,M3(Monthly)
0.0150462961892348,0.0142022041964919,0.0133266580742874,0.0142783839898558,0.0202135740233669,0.0120327798476308,0.0132418312245772,M1031,M3(Monthly)
0.040828668865699,0.039802801362633,0.0391319719438469,0.0630648876083659,0.0518543986466241,0.0359459531250439,0.0399146552694667,M1034,M3(Monthly)
0.0815274050887822,0.079709885173507,0.0818031662686161,0.1483976195757798,0.0930691222798533,0.0779804280412891,0.0610379248202512,M1035,M3(Monthly)
0.0288617603330043,0.021823334468229,0.0185370018538698,0.0181385235552217,0.0168380197257813,0.0216975594106931,0.0206942043848674,M1036,M3(Monthly)
0.0843018537845428,0.0865913191913143,0.0863912548117309,0.0865002336145437,0.0709771483360795,0.0863726063582221,0.0865303384493024,M104,M3(Monthly)
0.0239233129251448,0.0250452896448929,0.0355034891958077,0.0106075867303819,0.0303145867973775,0.0205596170848627,0.0365527282746349,M1037,M3(Monthly)
0.0359182538240125,0.0315100560257651,0.0409758652506065,0.0103602636689836,0.1022124749822179,0.0113204125717286,0.0509721563575854,M1038,M3(Monthly)
0.0386130637678476,0.0330190939568171,0.0325634519021392,0.0297820427716037,0.0383544649587015,0.0370865900271668,0.0334419620020403,M1039,M3(Monthly)
0.0137580782069233,0.0102599131102374,0.0138055444717317,0.018092421015329,0.0211124655787821,0.0162807373369889,0.0100599833498451,M1040,M3(Monthly)
0.0333443515420054,0.0342696047623868,0.0315937324258328,0.0218290294092838,0.015809053848242,0.0358600228488878,0.0293839530222082,M1041,M3(Monthly)
0.0058537721422305,0.006312430059793,0.0060401775471272,0.0166108334785919,0.0246006278890815,0.0072016815180061,0.0060594979196359,M1043,M3(Monthly)
0.0152025251789956,0.0149222828619839,0.0113306041039473,0.0065469531836324,0.0335369154812746,0.0205520959693995,0.0125844756522401,M1042,M3(Monthly)
0.0217143531033122,0.0216038956097082,0.0222956637827362,0.0193765901867793,0.0137654526407565,0.0249641500219972,0.0275966222163558,M1045,M3(Monthly)
0.0329429823951357,0.0351340042828959,0.0343507258856178,0.0327035838562876,0.0404605568618544,0.0389878110939991,0.034026946193946,M1044,M3(Monthly)
0.0264902478159747,0.0335990030143547,0.0262075333883632,0.0160741649237433,0.0123777359608352,0.020525991029358,0.0228126105842945,M1046,M3(Monthly)
0.0260184552909676,0.0343049043387316,0.0580424790756243,0.0453808881993517,0.0311970291118182,0.0433006102865684,0.0336777185728316,M1048,M3(Monthly)
0.0117942850852136,0.0115792266766172,0.0129399610336717,0.0111033012778902,0.0241796333247195,0.01266356048908,0.0118543228490829,M1047,M3(Monthly)
0.0256497423949896,0.0337009905308078,0.0341730106185932,0.0337111752749356,0.0174177148804487,0.036044807237141,0.0287786924930478,M105,M3(Monthly)
0.0345148829564351,0.0363017354348383,0.0359972536327108,0.0452608873695282,0.034076658731964,0.0347778393427461,0.0361932701184764,M1049,M3(Monthly)
0.0518726969150237,0.0480601995173595,0.0480174080080924,0.0452584150717411,0.0709816785457047,0.0591876477897108,0.052263184531235,M1050,M3(Monthly)
0.0855544417935031,0.0522934632369464,0.0522015477700328,0.0507331108638317,0.0940764500023886,0.0652558135798491,0.0797873063843486,M1052,M3(Monthly)
0.1001217303025227,0.0666887315431382,0.0701828993363389,0.0633192223473841,0.0937008121935104,0.0797686523877431,0.0771011649795314,M1053,M3(Monthly)
0.0989745533713656,0.0802895903208249,0.0802895903208249,0.04432955688707,0.1178660386245567,0.0938477729850317,0.100215081104197,M1054,M3(Monthly)
0.0768600224273939,0.067237833168519,0.0658494200166977,0.0571441609753581,0.0769247351758737,0.0703336597500644,0.0677393670362032,M1055,M3(Monthly)
0.0461806530185767,0.0501046290735423,0.047788872962207,0.0453203496331766,0.0633769759765989,0.0529264043648553,0.0489600302386085,M1051,M3(Monthly)
0.132797313893788,0.0683078772467416,0.0750068375850333,0.1830747917213033,0.1138422708449968,0.0602123827658891,0.0690195429556493,M1058,M3(Monthly)
0.0278765925071989,0.0341700491917536,0.0313326809780685,0.0311844207822139,0.0467715702865345,0.0365772970284782,0.0446491779363246,M106,M3(Monthly)
0.0518565833954852,0.0438321900924048,0.0433215587805903,0.0776734444807177,0.0499631090567014,0.0530892137281308,0.0384396896967559,M1059,M3(Monthly)
0.3767542100532458,0.3432985845637719,0.348050147581257,0.2224381235251211,0.3695032786280448,0.3825235304837518,0.3986495508517733,M1056,M3(Monthly)
0.0580448340473669,0.086070461894478,0.0851458214085692,0.0966653628691213,0.1624315957184299,0.0757260471918197,0.0210802264478445,M1060,M3(Monthly)
0.1924210080626247,0.1882452918980219,0.1915702908983952,0.0878685942756751,0.1886997426076855,0.2122949015509414,0.1894243102005591,M1057,M3(Monthly)
0.1151010806550791,0.1368827222139385,0.1362470499737389,0.1437906929266171,0.1804532551802352,0.1187797787732266,0.1010777701169972,M1061,M3(Monthly)
0.0072773527590248,0.0337418381782294,0.0654097691991464,0.0353615543191486,0.0572280308503095,0.0354661689463913,0.0225526258657784,M1062,M3(Monthly)
0.0175422894551595,0.0427703470716532,0.0607268843878237,0.0430550243931659,0.0648220989534749,0.0195924098301569,0.0284328072020985,M1063,M3(Monthly)
0.032736217416549,0.0721755396383423,0.0721755396383423,0.1114067460763169,0.0605393569287234,0.0669536526057464,0.0422954059233794,M1064,M3(Monthly)
0.0075198626484315,0.03287057447171,0.0420261433107792,0.0637529766264674,0.0620451755772332,0.0347552069566168,0.032382535293839,M1065,M3(Monthly)
0.0597079800803896,0.0694977209981669,0.0654055858167465,0.0953586199299495,0.0573969868018763,0.0692979119207729,0.0583384734985161,M107,M3(Monthly)
0.0164236652431092,0.015459298757733,0.0174159251232842,0.0171211855094005,0.0385100994402133,0.0139080672900659,0.0132024445295787,M1066,M3(Monthly)
0.0094559208150914,0.0325974529531528,0.025072455499942,0.0533593185164737,0.0199969884103373,0.0256121965912903,0.0091647058247025,M1067,M3(Monthly)
0.011476526032394,0.0288100856359884,0.0305402207699778,0.1126971700560168,0.032308931187301,0.0337352584639037,0.0106118612535136,M1069,M3(Monthly)
0.0084851811943965,0.0515858337934992,0.0517067512582792,0.1276969415721131,0.0246154060257736,0.0471196292302255,0.0082309025926831,M1068,M3(Monthly)
0.0391939723727056,0.0752124391082503,0.0752410125709108,0.1327434925075415,0.0224864792018192,0.0708591300563349,0.0163581964303767,M1070,M3(Monthly)
0.0109731074644152,0.0307081770776927,0.0178452895986983,0.0359264945519955,0.0723411524664703,0.0173357876442401,0.0160932417006537,M1072,M3(Monthly)
0.0428946292418734,0.0544272023769168,0.0584470098227475,0.1138127144782832,0.0543376709733935,0.0388235731740024,0.0565185575344287,M1071,M3(Monthly)
0.0175651106999144,0.0371098554478981,0.0356345604148207,0.0646048466615633,0.0284602192713915,0.0343599402118115,0.0254261320742125,M1074,M3(Monthly)
0.003711533444296,0.0096948079138142,0.0086278701845516,0.0075221773776711,0.0079745684351727,0.0032114478274346,0.003366440164307,M1073,M3(Monthly)
0.0544794848584073,0.048973407044685,0.0489102730279532,0.0807909027651289,0.0572566736085647,0.061680696242567,0.0483962860422624,M1075,M3(Monthly)
0.0999581274782523,0.0986484913565131,0.0986484913565131,0.0553739649277973,0.0977672275584232,0.0958168788566891,0.1065977124131591,M1076,M3(Monthly)
0.1105919279261362,0.1125701492128688,0.1125701492128688,0.0555448559577485,0.106694541126423,0.1022036898492855,0.1027041354472234,M1077,M3(Monthly)
0.3226162519557887,0.3226162519557887,0.3565922046261776,0.4506464656941523,0.3899431506995947,0.2573305428135939,0.2956002511441371,M1078,M3(Monthly)
0.0814106021291681,0.0814106021291681,0.0799766061775461,0.1144582727492423,0.1016778232134623,0.0755603393713276,0.0793500636328188,M108,M3(Monthly)
0.2765647707573481,0.2005656900500905,0.2005656900500905,0.534751223143053,0.3436067097512421,0.2773920566816946,0.5058577501112272,M1079,M3(Monthly)
0.0265104412569721,0.0479204688745397,0.0428579717856079,0.0693257554070346,0.0439955125732915,0.0512666498753224,0.0269230705104727,M1080,M3(Monthly)
0.0328913057723785,0.0345974486392514,0.0668301566021902,0.0276979262414512,0.0434261227664351,0.0653680853863528,0.057081510690001,M1081,M3(Monthly)
0.0356078410446796,0.0282064371471303,0.0263537645631865,0.0112938562401587,0.0433065253915625,0.0171245947093669,0.0264985639400402,M1082,M3(Monthly)
0.0580096228275326,0.0536512778305587,0.013690424067812,0.0126805511499672,0.0709479795441963,0.0052500287740684,0.0456383530122678,M1084,M3(Monthly)
0.026675930697136,0.0456747608941147,0.0472299173416472,0.0679868746854009,0.0228535575602835,0.0461462964743096,0.0316085139923456,M1083,M3(Monthly)
0.012691568936341,0.0119752082745049,0.0121287904938372,0.0116446422633441,0.0073750027186173,0.0151409845941505,0.014968617839399,M1087,M3(Monthly)
0.0048487000418611,0.0039279769202758,0.0450097524758237,0.02049801992097,0.0400825949956734,0.0082786298402483,0.0066347096118093,M1086,M3(Monthly)
0.0244018355531111,0.0067354626571292,0.0156380785202768,0.0067352391545828,0.0130376352213181,0.0197687942773847,0.0217585385069784,M1085,M3(Monthly)
0.0544187944543456,0.0604912109571075,0.0606965435551726,0.061493470554072,0.0673834096025497,0.0637526474175009,0.0694613879967975,M109,M3(Monthly)
0.0362115758593213,0.0085669922936793,0.0180426158425124,0.0404848491232966,0.0448126988398934,0.0531923221992104,0.0557211242329493,M1089,M3(Monthly)
0.0513188103843292,0.0391457248059384,0.0377596128636524,0.0414187962759646,0.0467613289362522,0.0535608013522271,0.0726885230860921,M1088,M3(Monthly)
0.2271271823971559,0.0916809983202526,0.0986135675513964,0.0422750993339426,0.1506011242582711,0.0898103497067803,0.2133561636710721,M1091,M3(Monthly)
0.3655502458707493,0.3395926803570522,0.3395926803570522,0.2940816322913847,0.1776011104542759,0.2933693989834277,0.2929189725421817,M1092,M3(Monthly)
0.0190258559632727,0.0529937086867184,0.0474955138977095,0.0640236487039449,0.0360420563691484,0.0401074748093694,0.0180917440163929,M1094,M3(Monthly)
0.1334472127834308,0.1400027126319058,0.1400404085963355,0.2689086314888638,0.1453107657399501,0.1443259559965923,0.1400027221041744,M1090,M3(Monthly)
0.0645257098015086,0.0712138825970916,0.0490465734714734,0.035745791310247,0.0360519455492889,0.0506185445575971,0.0576533993157286,M1093,M3(Monthly)
0.0218001510839567,0.0414798801480842,0.0481909575537136,0.0820572892884714,0.0525037487824959,0.0431411018314122,0.0192464185784183,M1095,M3(Monthly)
0.0519639881716208,0.0589639599607777,0.0574379347803218,0.0797001102698179,0.0679867088323216,0.0464836652699582,0.038866750871164,M110,M3(Monthly)
0.0274965042344257,0.0350969406524431,0.0350969406524431,0.0816691507071699,0.0171273161417008,0.0377223549319317,0.0230305764945606,M1097,M3(Monthly)
0.0901007801733728,0.0903070552953226,0.0861659599450098,0.0910113929170927,0.1247021137451252,0.0876871733027257,0.1106824841358374,M11,M3(Monthly)
0.0164616212070225,0.0612669022461788,0.0606483795255641,0.1292539614858595,0.069627450840933,0.0535720251232834,0.0546212221598499,M1096,M3(Monthly)
0.019109109794157,0.0456762225963933,0.0444748421723352,0.0767984874144847,0.0276933839073708,0.0428068313680054,0.0194048737627447,M1098,M3(Monthly)
0.0365431566338403,0.0470459599221192,0.0483225697113407,0.0469397789860323,0.0602969520721131,0.029704054047848,0.0524846333635221,M1100,M3(Monthly)
0.0152894387242847,0.0293005045247543,0.0253409836258035,0.0382551005162999,0.0212279255790022,0.0186798480018684,0.0277882263994494,M1099,M3(Monthly)
0.0382318315589445,0.0636520323803014,0.0783085389857069,0.0787549017650579,0.0542369567290532,0.0412775501660635,0.0602728659778103,M1101,M3(Monthly)
0.0730942438340872,0.0878645801121961,0.0812216277198384,0.0655881791265714,0.0668693062837758,0.0977407549409137,0.0790226519470085,M1105,M3(Monthly)
0.018348859007737,0.0277942962497695,0.0317125760624321,0.0332951846534498,0.0471138546148202,0.0166733267668936,0.030150744429429,M1104,M3(Monthly)
0.0086459240753801,0.0214994932464274,0.0214994932464274,0.0565938568059803,0.0196131359375119,0.0234875215559216,0.0180264698172759,M1102,M3(Monthly)
0.0134697639905906,0.0724329026341801,0.0724329026341801,0.1029275116418095,0.0357609628161422,0.0562150771090078,0.0084082693427379,M1103,M3(Monthly)
0.0126438059260932,0.0122307275989157,0.0122307275989157,0.0413155107353439,0.0118589977206742,0.0204025785957211,0.0156671335486187,M1106,M3(Monthly)
0.0083728084538112,0.0282113684033105,0.0300645223330692,0.0336967822358759,0.0342913961625489,0.0204344771230165,0.0162475868446243,M1107,M3(Monthly)
0.0141606114289959,0.0298900040377097,0.0298900040377097,0.0519966425677562,0.0153123449608786,0.020650044524453,0.0124692784473869,M1108,M3(Monthly)
0.0230699754171548,0.0146312822100116,0.0148860354917147,0.0137093798405122,0.0219950741081338,0.0172676956004667,0.016409823387998,M1109,M3(Monthly)
0.0730123127527575,0.0728666292431519,0.0749968068682154,0.0769487188543446,0.0937765834448751,0.0716408911773904,0.0710013028401724,M111,M3(Monthly)
0.0134598236174589,0.0264273384308348,0.0265887678703905,0.0553642352659299,0.0097553143978054,0.0228722123881702,0.0064980579305781,M1110,M3(Monthly)
0.0376735431748433,0.032591841274054,0.0309418118498451,0.0570584624053301,0.0215660010820097,0.0231827208909581,0.0289907633385502,M1111,M3(Monthly)
0.0124889710224743,0.0259079639196298,0.015124064624248,0.0159985517662617,0.0582656967168917,0.0257259502551611,0.0328185147433018,M1114,M3(Monthly)
0.019956589769622,0.0107768345291985,0.0116920227507506,0.0161936885856937,0.0227973102945464,0.0138160893739111,0.0072923662093141,M1112,M3(Monthly)
0.0183642019163745,0.0208822247451982,0.0018699953338897,0.0283807150337195,0.055800513031149,0.0130370169816514,0.0137314711240351,M1113,M3(Monthly)
0.0615637053211249,0.0642062576927738,0.0617861494414259,0.0607036144530071,0.0838481748900836,0.0529235611938253,0.0607296928180105,M1115,M3(Monthly)
0.1286483072082617,0.1265853476129288,0.12439336815086,0.139102126489652,0.1534833745135693,0.1089050701998934,0.1086953719262036,M1117,M3(Monthly)
0.0027970231352854,0.0037593142612771,0.0044869408757848,0.0082543156145719,0.0124882676209054,0.0036078966283979,0.0034439864878437,M1116,M3(Monthly)
0.0110487544182683,0.0098999862282859,0.0029698019322752,0.005893018663377,0.0053537505107096,0.0094952671944131,0.010157209103152,M1118,M3(Monthly)
0.052325295763797,0.0477795989962972,0.053464629048574,0.0461056115191329,0.0745698604627759,0.0494130296164759,0.0459946837839565,M112,M3(Monthly)
0.0119347111056552,0.0313637697965958,0.0100128141850598,0.0321557299371554,0.0596404243245372,0.0208852609473816,0.0204264379123859,M1119,M3(Monthly)
0.1237503227136112,0.1631755052671671,0.1189312789154323,0.1255105779318013,0.1943513952309313,0.1252422245709181,0.1265744894489354,M1120,M3(Monthly)
0.0328956413241765,0.0473244755392521,0.0480598165752129,0.0586170279850916,0.0659252076682041,0.0243519969495053,0.0473244038877052,M1121,M3(Monthly)
0.0137963658248856,0.0045521523245719,0.0050008363991475,0.004448741319118,0.0049558435061321,0.0198198526230084,0.0164634395621123,M1122,M3(Monthly)
0.0334585756651654,0.026597565463697,0.0261401453574398,0.023363992228767,0.0180477656946456,0.0412016656697624,0.0394059374427734,M1123,M3(Monthly)
0.0562696154967783,0.0438820399259502,0.0412219673044671,0.0468366933564047,0.0271483794972679,0.0645880349955783,0.0591549725648567,M1124,M3(Monthly)
0.0180945425896676,0.0178950496541605,0.0111759849579423,0.0121361190090537,0.0130581316098034,0.0144547996665759,0.0166288493921338,M1125,M3(Monthly)
0.0110387168994301,0.0535012116896341,0.1046700849973265,0.0592681014249003,0.0425311688577101,0.033672230708468,0.0360146309027864,M1126,M3(Monthly)
0.0219579477571342,0.0240692163800927,0.0343732294036423,0.040680903522475,0.0524409766977069,0.0300937114157898,0.0255762050899446,M1127,M3(Monthly)
0.0413639991191345,0.0406414993158687,0.0419059066610983,0.0408747500078892,0.0437384546507323,0.0381973988612291,0.0406251575317362,M113,M3(Monthly)
0.0246719018151877,0.0159117367051639,0.02063809562485,0.0438749897960664,0.0633826885831271,0.0264636326166948,0.0335045305840054,M1128,M3(Monthly)
0.024342832686822,0.0166483441889304,0.068279425929871,0.0397624646966702,0.0647353841247634,0.0247438298698785,0.0238128699021259,M1129,M3(Monthly)
0.0219584257315001,0.0240687421513706,0.0343739372203827,0.0406778443059124,0.0524409766977069,0.0300900361961315,0.0266360128218762,M1130,M3(Monthly)
0.0774490308574773,0.0640262411479166,0.064200681612929,0.0632394979200967,0.0873904990914532,0.0602273610307017,0.0708137695499399,M1131,M3(Monthly)
0.0269255487988366,0.0331587586361953,0.0322344996034527,0.0358367881410817,0.0670534569256115,0.0331710155139654,0.0240226591497156,M1132,M3(Monthly)
0.0408126430025851,0.0451900791985368,0.0429257974093618,0.0464677430451732,0.0585395734532288,0.0374066793394285,0.0425369533067371,M1133,M3(Monthly)
0.0388591019956026,0.04563231137507,0.0430612294319045,0.0474177397660562,0.0595223763783076,0.0383535675863953,0.0434357815868447,M1134,M3(Monthly)
0.0533558349591961,0.0413252173048381,0.0411440672061613,0.0704080765244249,0.0317357514915464,0.0489107369774102,0.0554955526058853,M1135,M3(Monthly)
0.0348316014250397,0.023004095864025,0.0382175623533756,0.1128195547661743,0.0573579599358591,0.0386581557723402,0.0371122332107917,M1136,M3(Monthly)
0.0397329847806377,0.0536128800299033,0.0513770453649344,0.1230044174622917,0.0684567200511988,0.0460336014226609,0.0436707096545627,M1137,M3(Monthly)
0.0135071128875747,0.0248594300114079,0.0242566709409757,0.1224695065929885,0.0295737114477156,0.0239911393924564,0.0135353750624799,M1138,M3(Monthly)
0.0851104992604041,0.0974436734608284,0.0956203409144256,0.0952761377187882,0.1108953885975484,0.0944436071502261,0.1012722759926937,M1139,M3(Monthly)
0.0404341286646678,0.0415046249168135,0.0385462486653739,0.0443645412756934,0.0385935456580009,0.03992399564128,0.0449491715647758,M114,M3(Monthly)
0.0294110886533602,0.0194167826575749,0.013781919670264,0.0169551215081998,0.0327582424532312,0.0147109603255361,0.0327442854554834,M1140,M3(Monthly)
0.0083556402688862,0.0209561025141058,0.0194277906227324,0.0236462693819384,0.0523675179730578,0.0092131544461037,0.0083083818520688,M1141,M3(Monthly)
0.0166405738520739,0.0074613995440066,0.0110832820390021,0.0103312860297141,0.0266494967313967,0.0221791747860354,0.0225772718531736,M1142,M3(Monthly)
0.0090263030430751,0.0207543490865981,0.0092542511893789,0.0085279999332849,0.0242064301648454,0.0211756887795024,0.0215153818481505,M1143,M3(Monthly)
0.018659005192802,0.0165004658452873,0.0115346998036574,0.0155642565883631,0.0176905588931916,0.0040510089437399,0.0038387447935699,M1144,M3(Monthly)
0.003498934191469,0.0092805356210882,0.0060555946267988,0.0062439078868989,0.0114118843705284,0.0078510310707456,0.006332335549637,M1145,M3(Monthly)
0.0800509032436507,0.0636128887904446,0.0560962431009956,0.0888397006001324,0.0816783563442677,0.0597516939473145,0.0600490286502769,M1146,M3(Monthly)
0.0220370015660033,0.028176062435388,0.0378190719926442,0.0276425335446103,0.0220927265758417,0.0508364319993421,0.0284221890435286,M1147,M3(Monthly)
0.0358078969881886,0.0357772239382421,0.0305554206647164,0.0426286897095242,0.0511660136277042,0.0283653866777657,0.0354123711174145,M1148,M3(Monthly)
0.034619558351488,0.0345394282203478,0.0348459830794769,0.0353403355951622,0.0572919733029833,0.0345641338613249,0.0345392730379432,M115,M3(Monthly)
0.009037257704253,0.0317402014014585,0.0338486659235865,0.034520574450865,0.0571919304547896,0.0159962732627647,0.0171350738669603,M1149,M3(Monthly)
0.0099299112970308,0.0089644101820519,0.0086943759977381,0.0134429633833705,0.0194233309773782,0.0104398929834253,0.008964410835128,M1151,M3(Monthly)
0.0142843920571972,0.0080269224884029,0.1949926391593984,0.0340699978045539,0.0673094996499915,0.015020018952505,0.0073757864113454,M1150,M3(Monthly)
0.0057794056163869,0.0095994640200582,0.0103702621069801,0.0128664274625312,0.0206366271331677,0.0072345538642558,0.0083524017636268,M1153,M3(Monthly)
0.021223481677318,0.0196184234538356,0.0223781623350722,0.0185397001079314,0.0115544375987255,0.0164284912457433,0.0235273892600315,M1152,M3(Monthly)
0.0232246520226395,0.0196988565838588,0.0232332993251519,0.0219939518572823,0.0251277829412097,0.0126171455111197,0.0197748927673689,M1154,M3(Monthly)
0.0170325037797736,0.030232599817715,0.058422719629225,0.0424442097370589,0.0655379673350814,0.0330044956328349,0.0226597180442094,M1156,M3(Monthly)
0.016793941101086,0.0135846458749843,0.0116837526836522,0.0143586331277756,0.0193464252650863,0.016671284372291,0.0133308198861008,M1155,M3(Monthly)
0.0151183537432996,0.0273555436009019,0.0273716459938741,0.0282831375295322,0.0491540564876798,0.0252821201853706,0.0238255311147494,M1157,M3(Monthly)
0.0197576035907404,0.023725722799029,0.0238881432234619,0.0271693038446183,0.0173073567567088,0.023221865709314,0.0178269727558832,M1159,M3(Monthly)
0.05330438096271,0.0481426376226543,0.0522911403696041,0.0528744969889961,0.0591461070778733,0.0480081028956744,0.0491130393035666,M116,M3(Monthly)
0.0755925596719814,0.0723545195575564,0.0723929693203894,0.0761866600688209,0.0737448404158067,0.0836454888921854,0.0722551820242934,M1158,M3(Monthly)
0.0237161467467395,0.0319428198283705,0.0312477732890542,0.0215558892486994,0.018317048726472,0.0125722222618472,0.0269126408357194,M1160,M3(Monthly)
0.0101111627550234,0.020731014036327,0.0920716112039545,0.0202567008677779,0.038330260751999,0.0119432181950523,0.0075970452097749,M1161,M3(Monthly)
0.0071934698852223,0.005462575166831,0.0075493016856524,0.0143511199094992,0.0206681153417177,0.004077649144688,0.0068849585005809,M1163,M3(Monthly)
0.0094053608499842,0.0133670564323969,0.0069631972723933,0.0093133510966778,0.0031155433775927,0.0217064734040794,0.0111289722453543,M1162,M3(Monthly)
