unique_id,MetaARIMA(0.0),MetaARIMA(0.1),MetaARIMA(0.2),MetaARIMA(0.3),MetaARIMA(0.4),MetaARIMA(0.5),MetaARIMA(0.6),MetaARIMA(0.7),MetaARIMA(0.8),MetaARIMA(0.9),MetaARIMA(1.0),AutoARIMA
T000000,1.3293646756045008,1.3293646756045008,1.6470289428563487,1.6470289428563487,1.5883026039295092,1.0974044501972444,1.0974044501972444,0.960139357627696,1.2674279508751607,1.2674279508751607,1.2674279508751607,0.9495269714509343
T000001,1.9001534122715653,1.9001534122715653,1.9001534122715653,3.0650064244333453,1.5214486706771875,2.071294956265075,2.071294956265075,2.071294956265075,0.8219385558488814,0.8219385558488814,0.8219385558488814,0.49748515319614145
T000002,1.798337863104114,1.798337863104114,1.8806016424900833,1.8806016424900833,1.8806016424900833,1.8806016424900833,2.0056751340931864,2.051089416392087,2.051089416392087,2.051089416392087,2.039968123163564,1.8529186801370467
T000003,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.4864629066537536,1.5689390363545277,1.5689390363545277,2.249830179581461
T000004,1.888241058486982,1.888241058486982,1.888241058486982,1.9214721495565046,1.9214721495565046,2.038252775922839,1.9018790050917567,1.9018790050917567,1.9018790050917567,1.9402156534775286,1.77520640205533,1.8850736667432746
T000005,0.7993050729673385,0.7993050729673385,0.7993050729673385,0.7937248258377896,0.8694876546011069,0.8694876546011069,0.7699262925280388,0.6274535969908126,0.6274535969908126,0.8376102408017726,0.8376102408017726,1.0469124802279455
T000006,0.6111992498827933,0.6111992498827933,0.6111992498827933,1.1497095521977512,1.1982942233208556,1.1982942233208556,1.1982942233208556,1.0216660843631185,1.0110505046317104,1.0110505046317104,1.0110505046317104,1.0002807672896854
T000007,1.3740144810941273,1.3740144810941273,1.3740144810941273,0.4939939648338336,0.4939939648338336,0.4939939648338336,0.4752782159377803,0.6518672341182482,0.6518672341182482,0.6518672341182482,0.6518672341182482,0.6518672341182482
T000008,0.7062327392135365,0.9011562418416463,0.7925864893508887,0.6906312320532286,0.7554056859264299,0.7093689636605567,0.7148624690774452,0.7148624690774452,0.7148624690774452,0.7148624690774452,0.6979281680782097,0.7139031044346115
T000009,0.404146675098086,0.5951371036175653,0.4218764443482661,0.5786958011042477,0.6643694595123388,0.5528107641867525,0.40750224394930007,0.40750224394930007,0.40750224394930007,0.4535775225797559,0.44673273123805407,0.4078405802674096
