MetaARIMA,AutoARIMA,"ARIMA(2,1,2)","ARIMA(1,0,0)",SeasonalNaive,AutoTheta,AutoETS,unique_id
0.0470157158105579,0.0483466758961574,0.0510302222636062,0.1276998659022713,0.0265606972783359,0.0452360217074751,0.0719857470975166,Q105
0.0801851956740376,0.0656238740640538,0.1106403995411065,0.0643867056283997,0.0232511914982046,0.0954701656318628,0.0531466386724203,Q101
0.0223664772416273,0.0187841602341752,0.0232334982826445,0.0468317274029342,0.0187701063211256,0.0200021943721949,0.0187565876558193,Q106
0.0248335752062965,0.0512786738438637,0.0512786738438637,0.1591451962896983,0.0612204111602609,0.0655660722000082,0.0163519372529677,Q107
0.0177916395007741,0.0484915862454877,0.0461000323459753,0.085398307339068,0.0497469920870604,0.0485033617870295,0.0147258274829308,Q113
0.0710912088031223,0.0881176621608657,0.0702718082102368,0.0953316967169909,0.096989087791663,0.0648134035775584,0.065418738739099,Q114
0.0161361759274917,0.0210761945486207,0.0825109650048892,0.0262821715857881,0.0256462356403563,0.0201271783088968,0.0193151016260873,Q12
0.0664451808276983,0.0657755300805651,0.092751815037444,0.1035334684794617,0.095366392130912,0.0386079711441465,0.0613764155676697,Q132
0.0300047259413819,0.0279325137184022,0.0297898459106528,0.032626791570912,0.0389313213280279,0.0259391777999788,0.0266526958499434,Q137
0.0161569916171378,0.0206380646493294,0.0180373294812985,0.0308114806494116,0.0519504355858956,0.0105115629897995,0.0098175332968422,Q14
0.0336569511593907,0.0129636139808863,0.0265534041213955,0.0457795949294439,0.0071306381476566,0.019042721799555,0.0329921060189135,Q143
0.0115927594293406,0.0095124256295101,0.0286133949021015,0.053106949155288,0.0928041917100759,0.0245919970947875,0.032363181380437,Q15
0.047365441794977,0.0625998899333323,0.0482033460623358,0.0581803324677032,0.0843787707074409,0.0772556995288697,0.0602349779669314,Q150
0.0207029997743754,0.0292333342033016,0.0235781422043535,0.0368681056981832,0.0281722180266686,0.0244621393573128,0.0209872766923476,Q152
0.1762705737738393,0.1594221739622975,0.1675421568466812,0.1617843336187623,0.1592580612789817,0.1676870476089264,0.1677075686858413,Q154
0.1512566675502577,0.198119113575803,0.184537530477191,0.2406501048130478,0.2341337123198548,0.1949722901641805,0.2034565925535592,Q153
0.4480205904232356,0.4334998371267807,0.3479205816229089,0.2196784490198458,0.2738169355829452,0.3645908060914287,0.7029158316902645,Q157
0.0262229588305066,0.0572865457018008,0.0528723707255743,0.0574103340362916,0.0306885476184431,0.0585782986104856,0.0239971440573889,Q159
0.2080106963600929,0.1961375502276671,0.2160672746041965,0.2320607150245076,0.2590162461288211,0.2054534924397383,0.2079544775291046,Q160
0.0807109029798556,0.0610790674490657,0.0724796680094585,0.0825737611115453,0.1445140025259618,0.0606896027578874,0.0605696219943092,Q166
0.0757934176351544,0.0320515450172442,0.0352476565250816,0.031639946032286,0.0241315748288133,0.026450650898783,0.0317312457870262,Q171
0.144134769552811,0.2391369277082196,0.1960395519000803,0.1345247490159381,0.1684800654698894,0.0471962101809717,0.1923052949112685,Q174
0.20777032907328,0.1951365769727062,0.2050676215218509,0.2289536796365344,0.1825688919797765,0.1491899625240669,0.1908188121666291,Q177
0.042973688745573,0.0473870435285415,0.0473870435285415,0.0816740047738067,0.0603305294011053,0.041085689774351,0.0625485019172014,Q180
0.1702126121822598,0.2097458450028129,0.2177120961412174,0.2256728270458246,0.1083572055674942,0.2026823797038212,0.216293975429641,Q190
0.1813966302751727,0.1787635308638224,0.1787635308638224,0.2767006182442968,0.176108762917275,0.2213883474900223,0.1912250740225997,Q194
0.1535621002020269,0.1308608040665927,0.1606032828171631,0.1304327983621655,0.187851434329989,0.1316908892774838,0.128259213326866,Q198
0.0194812145687765,0.0118419436659304,0.0468820635102699,0.0643882559543991,0.0822661876988744,0.0316079401423899,0.0287943323011905,Q2
0.0751440017299723,0.1447043764123094,0.0433046712244848,0.0857437800815095,0.0657264324287312,0.0538965446064539,0.1347675795340196,Q202
0.0098070682025898,0.0231876892050615,0.0497543523916393,0.0213532248600708,0.0087533246768803,0.0166833879386571,0.0040203416005679,Q207
0.0156089826040432,0.0369150244727598,0.062552148498274,0.0448459849992252,0.0212674033840257,0.0403881964870573,0.0134633964620702,Q22
0.0112920046400716,0.8113660429972576,0.0482904537518967,0.2099235845281789,0.0113313146052894,0.2109057174128784,0.0222321471674738,Q220
0.0124914694430173,0.0309009427725081,0.0311215684113598,0.0619603558975419,0.0449442960320405,0.0131116837881484,0.0316216558507528,Q232
0.0156590368402096,0.0154054163041546,0.023814857295047,0.0422041654053003,0.0180483926259607,0.0129796966876839,0.0157906957150938,Q239
0.0516510136099971,0.0224452063089178,0.029691799448238,0.081800534843917,0.0525902406704812,0.0309884454706829,0.0248191415740843,Q242
0.0301376469810549,0.0336945324056884,0.130466610096254,0.0260737485013832,0.0601595556873896,0.029864096835299,0.0336928265967609,Q244
0.0652319147567021,0.0598249070099277,0.0542339421004258,0.0398169739748948,0.0394893258316921,0.0631674960969656,0.0637457163300462,Q257
0.0335638723048705,0.0199571637559063,0.0199571637559063,0.0553529401889641,0.0289431869536898,0.0346860669412461,0.0491415300437462,Q262
0.0891117463879941,0.0494569332381348,0.0466092055852423,0.0306914689204444,0.0961699554042274,0.0882293065475112,0.0335476456090016,Q266
0.0240897987467323,0.0321797932621796,0.0315190355040573,0.0737941672780523,0.0238085108899457,0.0316975673539959,0.038576207319733,Q269
0.0405591975695231,0.0649934661725106,0.0381494967828724,0.0876606231476529,0.0812995098664514,0.0489894306150791,0.0661466293552568,Q27
0.0921680824664192,0.0924557266599611,0.0841614546568332,0.0994571979950168,0.0921330292430072,0.0584683930694256,0.0852782636577089,Q276
0.0198926503685333,0.0561729344070352,0.0523737998294418,0.0822497036120217,0.0361508905571258,0.04095579287288,0.0306622411288191,Q286
0.0037508230589668,0.0087138071545008,0.0259236453102937,0.0163340106042692,0.0237982208251077,0.0044281749112731,0.0092321465230795,Q296
0.0224689124067616,0.0260285851202764,0.0184366584177289,0.0411328277395343,0.0589290446130576,0.0139165514352399,0.0289143446368429,Q3
0.0075048019144592,0.0056030972648472,0.0079681179102976,0.0057158873049155,0.0056267967608138,0.0089603522225227,0.0046352485852058,Q317
0.0068622694795665,0.0092681619823648,0.0133018851763057,0.0137899967394056,0.0181887726558782,0.0068482438945685,0.0061967412185155,Q319
0.0111707014479143,0.0105889347233959,0.011211801737861,0.0055567617641524,0.0108639604110582,0.0108957138838028,0.0109634855851611,Q322
0.0065002343652836,0.0070386678292103,0.0085232147965029,0.0150359322042271,0.0195606219129872,0.0009819957967118,0.0049371676264589,Q330
0.007599080608149,0.011170175389291,0.0074820097670571,0.0087838016306325,0.0072238109101751,0.0084533414351116,0.0109816103045194,Q340
0.0174015529043955,0.0160547068480966,0.0269413818687029,0.0184636050855827,0.0355710728642441,0.0230840495452001,0.0184556659570692,Q347
0.0232403021540573,0.0165618491734335,0.0268980912869488,0.0194390539081713,0.0406933159916757,0.0128030398976962,0.0113026339933344,Q349
0.0168729801808044,0.0396075443657804,0.1757757782752296,0.0336747001847709,0.0678174277907269,0.0152115734750107,0.0303360388125916,Q369
